Name,Path,Data Type,Logical Address,Comment,Hmi Visible,Hmi Accessible,Hmi Writeable,Typeobject ID,Version ID
Manual_Jog_FW_Lift3,Default tag table,Bool,%M53.5,,True,True,True,,
Manual_Jog_BW_Lift3,Default tag table,Bool,%M53.6,,True,True,True,,
Edge_106,Default tag table,Bool,%M53.7,,True,True,True,,
Edge_107,Default tag table,Bool,%M54.0,,True,True,True,,
Edge_108,Default tag table,Bool,%M54.1,,True,True,True,,
Edge_109,Default tag table,Bool,%M54.2,,True,True,True,,
Edge_110,Default tag table,Bool,%M54.3,temp 110,True,True,True,,
Edge_111,Default tag table,Bool,%M54.4,Temp 111,True,True,True,,
Edge_112,Default tag table,Bool,%M54.5,Temp 112,True,True,True,,
Edge_113,Default tag table,Bool,%M54.6,Temp 113,True,True,True,,
Manual_Run_FW_TF2,Default tag table,Bool,%M54.7,,True,True,True,,
Manual_Run_BW_TF2,Default tag table,Bool,%M55.0,,True,True,True,,
Manual_RUN_FW_Lift1,Default tag table,Bool,%M55.1,,True,True,True,,
Manual_RUN_BW_Lift1,Default tag table,Bool,%M55.2,,True,True,True,,
Edge_114,Default tag table,Bool,%M55.3,,True,True,True,,
Edge_115,Default tag table,Bool,%M55.4,,True,True,True,,
Edge_116,Default tag table,Bool,%M55.5,,True,True,True,,
Edge_117,Default tag table,Bool,%M55.6,,True,True,True,,
Manual_RUN_FW_Lift2,Default tag table,Bool,%M55.7,,True,True,True,,
Manual_RUN_BW_Lift2,Default tag table,Bool,%M56.0,,True,True,True,,
Edge_118,Default tag table,Bool,%M56.1,,True,True,True,,
Edge_119,Default tag table,Bool,%M56.2,,True,True,True,,
Edge_120,Default tag table,Bool,%M56.3,,True,True,True,,
Edge_121,Default tag table,Bool,%M56.4,,True,True,True,,
Manual_RUN_FW_Lift3,Default tag table,Bool,%M56.5,,True,True,True,,
Manual_RUN_BW_Lift3,Default tag table,Bool,%M56.6,,True,True,True,,
Edge_122,Default tag table,Bool,%M56.7,,True,True,True,,
Edge_123,Default tag table,Bool,%M57.0,,True,True,True,,
Edge_124,Default tag table,Bool,%M57.1,,True,True,True,,
Edge_125,Default tag table,Bool,%M57.2,,True,True,True,,
Manual_Run_FW_TF1,Default tag table,Bool,%M57.3,,True,True,True,,
Manual_Run_BW_TF1,Default tag table,Bool,%M57.4,,True,True,True,,
Edge_126,Default tag table,Bool,%M57.5,,True,True,True,,
Edge_127,Default tag table,Bool,%M57.6,,True,True,True,,
Edge_128,Default tag table,Bool,%M57.7,,True,True,True,,
Edge_129,Default tag table,Bool,%M58.0,,True,True,True,,
Brake_Lift,Default tag table,Bool,%Q4.2,,True,True,True,,
Brake_Disable,Default tag table,Bool,%M58.1,,True,True,True,,
Pump_9_On,Default tag table,Bool,%M58.2,,True,True,True,,
Man_pump_9_on,Default tag table,Bool,%M58.3,,True,True,True,,
Pump_8_On,Default tag table,Bool,%M58.7,,True,True,True,,
Man_pump_8_on,Default tag table,Bool,%M59.0,,True,True,True,,
Pump_7_On,Default tag table,Bool,%M59.1,,True,True,True,,
Man_pump_7_on,Default tag table,Bool,%M59.2,,True,True,True,,
Pump_6_On,Default tag table,Bool,%M59.3,,True,True,True,,
Man_pump_6_on,Default tag table,Bool,%M59.4,,True,True,True,,
Pump_5_On,Default tag table,Bool,%M59.5,,True,True,True,,
Man_pump_5_on,Default tag table,Bool,%M59.6,,True,True,True,,
Pump_4_On,Default tag table,Bool,%M59.7,,True,True,True,,
Man_pump_4_on,Default tag table,Bool,%M60.0,,True,True,True,,
Pump_3_On,Default tag table,Bool,%M60.1,,True,True,True,,
Man_pump_3_on,Default tag table,Bool,%M60.2,,True,True,True,,
Pump_2_On,Default tag table,Bool,%M60.3,,True,True,True,,
Man_pump_2_on,Default tag table,Bool,%M60.4,,True,True,True,,
Pump_1_On,Default tag table,Bool,%M60.5,,True,True,True,,
Man_pump_1_on,Default tag table,Bool,%M60.6,,True,True,True,,
On_Robot,Default tag table,Bool,%M61.5,,True,True,True,,
Auto_ON_Robot,Default tag table,Bool,%M61.6,,True,True,True,,
Off_Robot,Default tag table,Bool,%M61.7,,True,True,True,,
Auto_Off_Robot,Default tag table,Bool,%M62.0,,True,True,True,,
On_Lift,Default tag table,Bool,%M62.1,,True,True,True,,
Auto_ON_Lift,Default tag table,Bool,%M62.2,,True,True,True,,
Off_Lift,Default tag table,Bool,%M62.3,,True,True,True,,
Auto_Off_Lift,Default tag table,Bool,%M62.4,,True,True,True,,
Lift_Rack_Up,Default tag table,Bool,%M62.5,Kich Servo Lift Rack Up,True,True,True,,
Edge_135,Default tag table,Bool,%M62.6,,True,True,True,,
Lift_Rack_Down,Default tag table,Bool,%M62.7,,True,True,True,,
Edge_136,Default tag table,Bool,%M63.0,,True,True,True,,
Move_Lift_to_PStart,Default tag table,Bool,%M63.1,,True,True,True,,
Edge_137,Default tag table,Bool,%M63.2,,True,True,True,,
Manual_Home_X,Default tag table,Bool,%M63.3,,True,True,True,,
Edge_138,Default tag table,Bool,%M63.4,,True,True,True,,
Auto_Home_X,Default tag table,Bool,%M63.5,,True,True,True,,
Edge_139,Default tag table,Bool,%M63.6,,True,True,True,,
Manual_Home_Lift,Default tag table,Bool,%M63.7,,True,True,True,,
Auto_Home_Lift,Default tag table,Bool,%M64.0,,True,True,True,,
Up_XL_Lift_1_Init,Default tag table,Bool,%M64.2,,True,True,True,,
Up_XL_Lift_2_Init,Default tag table,Bool,%M64.3,,True,True,True,,
Up_XL_Lift_3_Init,Default tag table,Bool,%M64.4,,True,True,True,,
Up_XL_Lift_4_Init,Default tag table,Bool,%M64.5,,True,True,True,,
Up_XL_Lift_5_Init,Default tag table,Bool,%M64.6,,True,True,True,,
Down_XL_Nâng Input_Init,Default tag table,Bool,%M64.7,,True,True,True,,
Move_From5_to_6,Default tag table,Bool,%M65.0,,True,True,True,,
Begin_Trip_Area_Robot,Default tag table,Bool,%M65.1,,True,True,True,,
Up_XL_Lift_2_Robot_Trip_Done,Default tag table,Bool,%M65.4,,True,True,True,,
Move_From4_to_6,Default tag table,Bool,%M65.7,,True,True,True,,
Press_Input_Rack,Default tag table,Bool,%I3.6,,True,True,True,,
Motor Băng tải Input_2,Default tag table,Bool,%Q4.3,,True,True,True,,
Run_FW_Conveyor_Input,Default tag table,Bool,%M83.2,,True,True,True,,
Run_BW_Conveyor_Input,Default tag table,Bool,%M83.3,,True,True,True,,
Run_FW_Conveyor_Output,Default tag table,Bool,%M83.4,,True,True,True,,
Stop_RunFW_Conveyor_Input,Default tag table,Bool,%M83.5,,True,True,True,,
Up_XL_Nâng Output_Init,Default tag table,Bool,%M96.2,,True,True,True,,
Wait_Lift_Input_Down,Default tag table,Bool,%M96.3,,True,True,True,,
Wait_To_Confirm_Down_input,Default tag table,Bool,%M96.4,,True,True,True,,
Stop_Wait_Confirm_Input,Default tag table,Bool,%M96.5,,True,True,True,,
Wait_To_Have_Rack,Default tag table,Bool,%M96.7,,True,True,True,,
Stop_Wait_Have_Rack,Default tag table,Bool,%M97.0,,True,True,True,,
Enable_Robot_Manual,Default tag table,Bool,%M97.1,,True,True,True,,
Edge_142,Default tag table,Bool,%M97.2,,True,True,True,,
Disable_Robot_Manual,Default tag table,Bool,%M97.3,,True,True,True,,
Edge_143,Default tag table,Bool,%M97.4,,True,True,True,,
Enable_Lift_Manual,Default tag table,Bool,%M97.5,,True,True,True,,
Edge_144,Default tag table,Bool,%M97.6,,True,True,True,,
Disable_Lift_Manual,Default tag table,Bool,%M97.7,,True,True,True,,
Edge_145,Default tag table,Bool,%M98.0,,True,True,True,,
Manual_Run_FW_Input_Conveyor,Default tag table,Bool,%M98.1,,True,True,True,,
Manual_Run_BW_Input_Conveyor,Default tag table,Bool,%M98.2,,True,True,True,,
Manual_RunFW_Output_Conveyor,Default tag table,Bool,%M98.3,,True,True,True,,
ERROR_STATE,Default tag table,Bool,%M98.4,,True,True,True,,
STOP_STATE,Default tag table,Bool,%M98.5,,True,True,True,,
FIXED_ERROR,Default tag table,Bool,%M98.6,,True,True,True,,
SS Limit 2 Tranfer1,Default tag table,Bool,%I2.0,,True,True,True,,
SS Limit 2 Tranfer2,Default tag table,Bool,%I2.2,,True,True,True,,
SS Limit 3 Tranfer2,Default tag table,Bool,%I3.5,,True,True,True,,
Edge_146,Default tag table,Bool,%M38.2,,True,True,True,,
Invalid_Vector,Default tag table,Bool,%M98.7,,True,True,True,,
Invalid_Vector_1,Default tag table,Bool,%M99.0,,True,True,True,,
Edge_147,Default tag table,Bool,%M99.1,,True,True,True,,
Finish_Home_TF1,Default tag table,Bool,%M99.2,,True,True,True,,
Finish_Home_TF1_1,Default tag table,Bool,%M99.3,,True,True,True,,
Edge_148,Default tag table,Bool,%M99.4,,True,True,True,,
Edge_149,Default tag table,Bool,%M99.5,,True,True,True,,
Original_TF_1,Default tag table,Bool,%M99.6,,True,True,True,,
Manual_Read_Data_Tranfer,Default tag table,Bool,%M99.7,,True,True,True,,
Edge_150,Default tag table,Bool,%M100.0,,True,True,True,,
Edge_151,Default tag table,Bool,%M100.1,,True,True,True,,
Edge_152,Default tag table,Bool,%M100.2,,True,True,True,,
Edge_153,Default tag table,Bool,%M100.3,,True,True,True,,
Edge_154,Default tag table,Bool,%M100.4,,True,True,True,,
Edge_155,Default tag table,Bool,%M100.5,,True,True,True,,
Invalid_2_Vector,Default tag table,Bool,%M100.6,,True,True,True,,
Invalid_2_Vector_1,Default tag table,Bool,%M100.7,,True,True,True,,
Finish_Home_TF2,Default tag table,Bool,%M101.0,,True,True,True,,
Finish_Home_TF2_1,Default tag table,Bool,%M101.1,,True,True,True,,
EMG_TF,Default tag table,Bool,%M101.4,,True,True,True,,
Manual_Home_TF1,Default tag table,Bool,%M101.5,,True,True,True,,
Manual_Home_TF2,Default tag table,Bool,%M101.6,,True,True,True,,
Edge_158,Default tag table,Bool,%M101.7,,True,True,True,,
Edge_159,Default tag table,Bool,%M102.0,,True,True,True,,
TF2_Position_3,Default tag table,Bool,%M102.3,,True,True,True,,
Edge_162,Default tag table,Bool,%M102.4,,True,True,True,,
EMG_SERVO_X,Default tag table,Bool,%M102.5,,True,True,True,,
Edge_163,Default tag table,Bool,%M102.6,,True,True,True,,
EMG_SERVO_LIFT,Default tag table,Bool,%M102.7,,True,True,True,,
Manual_Up_XL_Nâng_Output,Default tag table,Bool,%M103.0,,True,True,True,,
Open_VanDI,Default tag table,Bool,%M103.3,,True,True,True,,
Manual_On_DI,Default tag table,Bool,%M103.4,,True,True,True,,
Close_VanDI,Default tag table,Bool,%M103.5,,True,True,True,,
Manual_Off_DI,Default tag table,Bool,%M103.6,,True,True,True,,
Open_VanRO,Default tag table,Bool,%M103.7,,True,True,True,,
Manual_On_RO,Default tag table,Bool,%M104.0,,True,True,True,,
Close_VanRO,Default tag table,Bool,%M104.1,,True,True,True,,
Manual_Off_RO,Default tag table,Bool,%M104.2,,True,True,True,,
Test_ss,Default tag table,Bool,%M104.3,,True,True,True,,
Edge_164,Default tag table,Bool,%M105.5,,True,True,True,,
Edge_165,Default tag table,Bool,%M105.6,,True,True,True,,
Edge_166,Default tag table,Bool,%M105.7,,True,True,True,,
Read_val,Default tag table,Real,%MD106,,True,True,True,,
Flow_1,Default tag table,Word,%IW64,,True,True,True,,
OUT_SCALE,Default tag table,Real,%MD110,,True,True,True,,
Flow_Value_1,Default tag table,UInt,%MW114,,True,True,True,,
Flow_2,Default tag table,Word,%IW66,,True,True,True,,
Flow_Value_2,Default tag table,UInt,%MW116,,True,True,True,,
Read_val_1,Default tag table,Real,%MD118,,True,True,True,,
OUT_SCALE_1,Default tag table,Real,%MD122,,True,True,True,,
Current_Position_X,Default tag table,Int,%MW128,,True,True,True,,
Current_Position_Lift,Default tag table,Int,%MW130,,True,True,True,,
Sync_Position,Default tag table,Bool,%M126.1,,True,True,True,,
Trigger_Run_Convey_Out,Default tag table,Bool,%M126.2,,True,True,True,,
Begin_Trip_A3,Default tag table,Bool,%M126.5,,True,True,True,,
Begin_Trip_A1,Default tag table,Bool,%M126.6,,True,True,True,,
Check_Tranfer_At_P1,Default tag table,Bool,%M127.0,,True,True,True,,
Stop_Check_Tranfer,Default tag table,Bool,%M127.1,,True,True,True,,
Edge_168,Default tag table,Bool,%M127.2,,True,True,True,,
Edge_169,Default tag table,Bool,%M127.3,,True,True,True,,
testsend,Default tag table,Bool,%M127.4,,True,True,True,,
Edge_170,Default tag table,Bool,%M127.5,,True,True,True,,
End_Move_Conveyor_CW,Default tag table,Bool,%M127.6,,True,True,True,,
Move_Point_X_Man,Default tag table,Bool,%M127.7,,True,True,True,,
Edge_171,Default tag table,Bool,%M132.0,,True,True,True,,
Edge_172,Default tag table,Bool,%M132.1,,True,True,True,,
Move_Point_LIFT_Man,Default tag table,Bool,%M132.2,,True,True,True,,
Manual_On_UltraS_1,Default tag table,Bool,%M132.3,,True,True,True,,
Manual_On_UltraS_2,Default tag table,Bool,%M132.4,,True,True,True,,
Manual_On_UltraS_3,Default tag table,Bool,%M132.5,,True,True,True,,
Manual_On_UltraS_4,Default tag table,Bool,%M132.6,,True,True,True,,
Manual_On_UltraS_5,Default tag table,Bool,%M132.7,,True,True,True,,
Manual_On_UltraS_6,Default tag table,Bool,%M133.0,,True,True,True,,
Manual_On_UltraS_7,Default tag table,Bool,%M133.1,,True,True,True,,
Manual_On_UltraS_8,Default tag table,Bool,%M133.2,,True,True,True,,
Manual_On_UltraS_9,Default tag table,Bool,%M133.3,,True,True,True,,
Run_BW_Conveyor_Output,Default tag table,Bool,%M133.4,,True,True,True,,
Manual_RunBW_Output_Conveyor,Default tag table,Bool,%M133.5,,True,True,True,,
Motor_Băng_Tải_Output_1,Default tag table,Bool,%Q5.6,,True,True,True,,
Motor_Băng_Tải_Output_2,Default tag table,Bool,%Q5.7,,True,True,True,,
Run_to_P3_TF2,Default tag table,Bool,%M133.6,,True,True,True,,
Edge_173,Default tag table,Bool,%M133.7,,True,True,True,,
Edge_174,Default tag table,Bool,%M134.0,,True,True,True,,
Edge_175,Default tag table,Bool,%M134.1,,True,True,True,,
Edge_176,Default tag table,Bool,%M134.2,,True,True,True,,
Edge_177,Default tag table,Bool,%M134.3,,True,True,True,,
Edge_178,Default tag table,Bool,%M134.4,,True,True,True,,
Edge_179,Default tag table,Bool,%M134.5,,True,True,True,,
Edge_180,Default tag table,Bool,%M134.6,,True,True,True,,
Run_to_P2_TF2,Default tag table,Bool,%M134.7,,True,True,True,,
Edge_181,Default tag table,Bool,%M135.0,,True,True,True,,
Edge_182,Default tag table,Bool,%M135.1,,True,True,True,,
Edge_185,Default tag table,Bool,%M135.4,,True,True,True,,
Edge_186,Default tag table,Bool,%M135.5,,True,True,True,,
Run_to_P1_TF2,Default tag table,Bool,%M136.0,,True,True,True,,
Edge_189,Default tag table,Bool,%M136.1,,True,True,True,,
Edge_190,Default tag table,Bool,%M136.2,,True,True,True,,
Edge_191,Default tag table,Bool,%M136.3,,True,True,True,,
Edge_192,Default tag table,Bool,%M136.4,,True,True,True,,
Run_to_P1_TF1,Default tag table,Bool,%M136.5,,True,True,True,,
Edge_193,Default tag table,Bool,%M136.6,,True,True,True,,
Edge_194,Default tag table,Bool,%M136.7,,True,True,True,,
Edge_195,Default tag table,Bool,%M137.0,,True,True,True,,
Edge_196,Default tag table,Bool,%M137.1,,True,True,True,,
Run_to_P2_TF1,Default tag table,Bool,%M137.2,,True,True,True,,
Edge_197,Default tag table,Bool,%M137.3,,True,True,True,,
Edge_198,Default tag table,Bool,%M137.4,,True,True,True,,
Edge_201,Default tag table,Bool,%M137.7,,True,True,True,,
Edge_202,Default tag table,Bool,%M138.0,,True,True,True,,
Edge_205,Default tag table,Bool,%M138.3,,True,True,True,,
Edge_207,Default tag table,Bool,%M138.5,,True,True,True,,
Edge_208,Default tag table,Bool,%M138.6,,True,True,True,,
Edge_209,Default tag table,Bool,%M138.7,,True,True,True,,
Result_Check,Default tag table,Int,%MW140,,True,True,True,,
ERROR_S,Default tag table,Bool,%M139.0,,True,True,True,,
Edge_211,Default tag table,Bool,%M139.2,,True,True,True,,
Edge_212,Default tag table,Bool,%M139.3,,True,True,True,,
Up_XL_Robot_Init,Default tag table,Bool,%M139.4,,True,True,True,,
Reset_Done,Default tag table,Bool,%M139.5,,True,True,True,,
Edge_213,Default tag table,Bool,%M139.6,,True,True,True,,
Test_Rack_In,Default tag table,Bool,%M139.7,,True,True,True,,
Wait_Up_Robot,Default tag table,Bool,%M142.0,,True,True,True,,
Wait_Confirm,Default tag table,Bool,%M142.1,,True,True,True,,
Trgger_Home_X,Default tag table,Bool,%M142.2,,True,True,True,,
Check_Wait,Default tag table,Bool,%M142.3,,True,True,True,,
Wait_Home_TF,Default tag table,Bool,%M142.4,,True,True,True,,
Edge_214,Default tag table,Bool,%M142.5,,True,True,True,,
stp1,Default tag table,Bool,%M142.6,,True,True,True,,
stp2,Default tag table,Bool,%M142.7,,True,True,True,,
stp10,Default tag table,Bool,%M143.6,,True,True,True,,
stp9,Default tag table,Bool,%M143.7,,True,True,True,,
rs_dem,Default tag table,Bool,%M144.3,,True,True,True,,
Down_XL_Robot_Pro1,Default tag table,Bool,%M144.7,,True,True,True,,
CLose_XL_Kẹp_Robot_Pro1,Default tag table,Bool,%M145.0,,True,True,True,,
Up_XL_Robot_Pro1,Default tag table,Bool,%M145.1,,True,True,True,,
Down_XL_Robot_1_Pro1,Default tag table,Bool,%M145.4,,True,True,True,,
Up_XL_Robot_Pro1_1,Default tag table,Bool,%M146.1,,True,True,True,,
Edge_220,Default tag table,Bool,%M147.0,,True,True,True,,
Up_XL_Lift_Robot_Pro1,Default tag table,Bool,%M148.0,,True,True,True,,
Edge_225,Default tag table,Bool,%M149.6,,True,True,True,,
Move_FW,Default tag table,Bool,%M149.7,,True,True,True,,
Move_BW,Default tag table,Bool,%M150.0,,True,True,True,,
TF2_Move_FW,Default tag table,Bool,%M150.1,,True,True,True,,
TF2_Move_BW,Default tag table,Bool,%M150.2,,True,True,True,,
Begin_4to6,Default tag table,Bool,%M150.3,,True,True,True,,
Edge_226,Default tag table,Bool,%M150.4,,True,True,True,,
Open_Robot_Bath4,Default tag table,Bool,%M150.5,,True,True,True,,
Down_Robot_Bath4,Default tag table,Bool,%M150.6,,True,True,True,,
Close_Robot_Bath4,Default tag table,Bool,%M150.7,,True,True,True,,
Up_XL_Robot_Bath4,Default tag table,Bool,%M151.1,,True,True,True,,
Next_1,Default tag table,Bool,%M151.3,,True,True,True,,
Edge_227,Default tag table,Bool,%M151.4,,True,True,True,,
Next_2,Default tag table,Bool,%M151.5,,True,True,True,,
Down_Robot_Bath6,Default tag table,Bool,%M151.6,,True,True,True,,
Open_Robot_Bath6,Default tag table,Bool,%M151.7,,True,True,True,,
Up_Robot_Bath6,Default tag table,Bool,%M152.0,,True,True,True,,
Next_3,Default tag table,Bool,%M152.1,,True,True,True,,
Edge_228,Default tag table,Bool,%M152.2,,True,True,True,,
Grab_Excute,Default tag table,Bool,%M152.3,,True,True,True,,
Down_XL_Robot_Excute,Default tag table,Bool,%M152.4,,True,True,True,,
CLose_XL_Kẹp_Robot_Excute,Default tag table,Bool,%M152.5,,True,True,True,,
Up_XL_Robot_Excute,Default tag table,Bool,%M152.6,,True,True,True,,
Grabed,Default tag table,Bool,%M152.7,,True,True,True,,
Grab_Done,Default tag table,Bool,%M153.0,,True,True,True,,
Put_Excute,Default tag table,Bool,%M153.1,,True,True,True,,
Down_XL_Robot_Excute_Put,Default tag table,Bool,%M153.2,,True,True,True,,
Open_XL_Kẹp_Robot_Excute,Default tag table,Bool,%M153.3,,True,True,True,,
Put_Excuted,Default tag table,Bool,%M153.4,,True,True,True,,
Up_XL_Robot_Excute_Put,Default tag table,Bool,%M153.5,,True,True,True,,
Put_Done,Default tag table,Bool,%M153.6,,True,True,True,,
Move_To_P2_Robot_process,Default tag table,Bool,%M153.7,,True,True,True,,
Edge_229,Default tag table,Bool,%M154.0,,True,True,True,,
Put_Command,Default tag table,Bool,%M154.1,,True,True,True,,
Edge_230,Default tag table,Bool,%M154.2,,True,True,True,,
Move_To_Start_Command,Default tag table,Bool,%M154.3,,True,True,True,,
Edge_231,Default tag table,Bool,%M154.4,,True,True,True,,
Grab_Command,Default tag table,Bool,%M154.5,,True,True,True,,
Edge_232,Default tag table,Bool,%M154.6,,True,True,True,,
Open_Robot_ExCute,Default tag table,Bool,%M154.7,,True,True,True,,
Begin Process_Trip_Robot,Default tag table,Bool,%M155.1,,True,True,True,,
Down_Group_XL_Robot,Default tag table,Bool,%M155.2,,True,True,True,,
Trip_Robot_Start,Default tag table,Bool,%M155.3,,True,True,True,,
Next_Trip_Robot_process,Default tag table,Bool,%M155.4,,True,True,True,,
Up_Group_XL_Robot,Default tag table,Bool,%M155.5,,True,True,True,,
Trip_Robot_Area_Done,Default tag table,Bool,%M155.6,,True,True,True,,
Begin_Trip_Area_1,Default tag table,Bool,%M155.7,,True,True,True,,
Down_XL_Lift_1_Trip,Default tag table,Bool,%M156.0,,True,True,True,,
Next_Trip_Area_1,Default tag table,Bool,%M156.2,,True,True,True,,
Trip_Area_1_Start,Default tag table,Bool,%M156.3,,True,True,True,,
Up_XL_Lift_1_Trip,Default tag table,Bool,%M156.4,,True,True,True,,
Trip_Area_1_Done,Default tag table,Bool,%M156.5,,True,True,True,,
Begin_Trip_Area_3,Default tag table,Bool,%M156.6,,True,True,True,,
Down_XL_Lift_5_Trip,Default tag table,Bool,%M156.7,,True,True,True,,
Trip_Area_3_Start,Default tag table,Bool,%M157.0,,True,True,True,,
Next_Trip_Area_3,Default tag table,Bool,%M157.1,,True,True,True,,
Up_XL_Lift_5_Trip,Default tag table,Bool,%M157.2,,True,True,True,,
Trip_Area_3_Done,Default tag table,Bool,%M157.3,,True,True,True,,
Begin_Tranfer_Area_1,Default tag table,Bool,%M157.4,,True,True,True,,
Edge_233,Default tag table,Bool,%M157.5,,True,True,True,,
Tranfer_1_Done,Default tag table,Bool,%M157.6,,True,True,True,,
Begin_Tranfer_Area_3,Default tag table,Bool,%M157.7,,True,True,True,,
Edge_234,Default tag table,Bool,%M158.0,,True,True,True,,
Wait_TF_1_Done,Default tag table,Bool,%M158.1,,True,True,True,,
Wait_TF_2_Done,Default tag table,Bool,%M158.2,,True,True,True,,
Tranfer_2_Done,Default tag table,Bool,%M158.3,,True,True,True,,
Begin_Turn_Back_TF_1,Default tag table,Bool,%M158.4,,True,True,True,,
Edge_235,Default tag table,Bool,%M158.5,,True,True,True,,
Wait_Back_TF_1,Default tag table,Bool,%M158.6,,True,True,True,,
Tranfer_1_Back_Done,Default tag table,Bool,%M158.7,,True,True,True,,
Begin_Turn_Back_TF_2,Default tag table,Bool,%M159.0,,True,True,True,,
Edge_236,Default tag table,Bool,%M159.1,,True,True,True,,
Wait_Back_TF_2,Default tag table,Bool,%M159.2,,True,True,True,,
Tranfer_2_Back_Done,Default tag table,Bool,%M159.3,,True,True,True,,
Begin_Turn_Back_P3_TF_2,Default tag table,Bool,%M159.4,,True,True,True,,
Wait_Back_P3_TF_2,Default tag table,Bool,%M159.5,,True,True,True,,
Tranfer_2_Back_P3_Done,Default tag table,Bool,%M159.6,,True,True,True,,
Edge_237,Default tag table,Bool,%M159.7,,True,True,True,,
Begin_Tranfer_Robot,Default tag table,Bool,%M160.0,,True,True,True,,
Edge_238,Default tag table,Bool,%M160.1,,True,True,True,,
Edge_239,Default tag table,Bool,%M160.2,,True,True,True,,
Edge_240,Default tag table,Bool,%M160.3,,True,True,True,,
Edge_241,Default tag table,Bool,%M160.4,,True,True,True,,
Trigger_Done_Move_Robot,Default tag table,Bool,%M160.6,,True,True,True,,
Edge_243,Default tag table,Bool,%M160.7,,True,True,True,,
Up_XL_Lift4_ForArea_3_Done,Default tag table,Bool,%M161.1,,True,True,True,,
Wait_to_back_TF2,Default tag table,Bool,%M161.2,,True,True,True,,
Edge_244,Default tag table,Bool,%M161.3,,True,True,True,,
Edge_245,Default tag table,Bool,%M161.4,,True,True,True,,
Edge_246,Default tag table,Bool,%M161.5,,True,True,True,,
Down_XL_Nâng Output_Trip_3,Default tag table,Bool,%M161.6,,True,True,True,,
Up_XL_Nâng_Output_Trip_3,Default tag table,Bool,%M161.7,,True,True,True,,
Up_XL_Lift_2_Robot,Default tag table,Bool,%M162.0,,True,True,True,,
Up_XL_Lift_4_Robot,Default tag table,Bool,%M162.1,,True,True,True,,
Up_XL_Lift_3_Robot,Default tag table,Bool,%M162.2,,True,True,True,,
Edge_247,Default tag table,Bool,%M162.3,,True,True,True,,
Is_First,Default tag table,Bool,%M162.4,,True,True,True,,
Signal_Start_Process,Default tag table,Bool,%M162.5,,True,True,True,,
Leave_P2_TF1,Default tag table,Bool,%M163.0,,True,True,True,,
Begin_Tranfer_Robot_2,Default tag table,Bool,%M163.1,,True,True,True,,
Edge_250,Default tag table,Bool,%M163.2,,True,True,True,,
Up_XL_Lift_3_Robot_V2,Default tag table,Bool,%M163.3,,True,True,True,,
Up_XL_Lift_4_Robot_V2,Default tag table,Bool,%M163.4,,True,True,True,,
Edge_251,Default tag table,Bool,%M163.5,,True,True,True,,
Edge_252,Default tag table,Bool,%M163.6,,True,True,True,,
Edge_253,Default tag table,Bool,%M163.7,,True,True,True,,
Edge_254,Default tag table,Bool,%M164.0,,True,True,True,,
TF2_On_Process,Default tag table,Bool,%M164.1,,True,True,True,,
Edge_255,Default tag table,Bool,%M164.2,,True,True,True,,
Edge_256,Default tag table,Bool,%M164.3,,True,True,True,,
Edge_257,Default tag table,Bool,%M164.4,,True,True,True,,
Edge_259,Default tag table,Bool,%M164.6,,True,True,True,,
Edge_260,Default tag table,Bool,%M164.7,,True,True,True,,
Down_XL_Nâng Input_Trip1,Default tag table,Bool,%M165.0,,True,True,True,,
Edge_261,Default tag table,Bool,%M165.1,,True,True,True,,
Down_XL_Nang_Output_TF3,Default tag table,Bool,%M165.2,,True,True,True,,
Sim_Convey_1,Default tag table,Bool,%M165.3,Biến Manual Sensor Input 1,True,True,True,,
Wait_Conveyor,Default tag table,Bool,%M165.4,,True,True,True,,
Run_BW_Conveyor_Input_TF1_Trigger,Default tag table,Bool,%M165.5,,True,True,True,,
Init_CV_Input,Default tag table,Bool,%M165.6,,True,True,True,,
Run_BW_CV_Input,Default tag table,Bool,%M165.7,,True,True,True,,
Wait_Init_Convey,Default tag table,Bool,%M166.0,,True,True,True,,
Down_XL_Nâng Input_Init_2,Default tag table,Bool,%M166.1,,True,True,True,,
SS Position1 CV Output,Default tag table,Bool,%I10.0,,True,True,True,,
SS Position2 CV Output,Default tag table,Bool,%I10.1,,True,True,True,,
Init_CV_Output,Default tag table,Bool,%M166.2,,True,True,True,,
Run_BW_CV_Output,Default tag table,Bool,%M166.3,,True,True,True,,
Wait_Init_Convey_Out,Default tag table,Bool,%M166.4,,True,True,True,,
Up_XL_Nâng Output_Init_2,Default tag table,Bool,%M166.5,,True,True,True,,
Move_ConveyOut_BW_Excute,Default tag table,Bool,%M166.7,,True,True,True,,
Wait_5s,Default tag table,Bool,%M170.0,,True,True,True,,
Stop_Wait_5s,Default tag table,Bool,%M170.1,,True,True,True,,
Enable_All_Servo,Default tag table,Bool,%M170.2,,True,True,True,,
Stop_Enable_Servo,Default tag table,Bool,%M170.3,,True,True,True,,
Repair,Default tag table,Bool,%M170.4,,True,True,True,,
Edge_269,Default tag table,Bool,%M170.5,,True,True,True,,
Edge_270,Default tag table,Bool,%M170.6,,True,True,True,,
Edge_271,Default tag table,Bool,%M170.7,,True,True,True,,
Edge_272,Default tag table,Bool,%M171.0,,True,True,True,,
emg_test,Default tag table,Bool,%M171.1,,True,True,True,,
PC_Detected_Rack,Default tag table,Bool,%M167.0,,True,True,True,,
